Product Name,SIZE,COLOUR,Brand,Category,Details ,SELLING PRICE INCLUDING GST ( Y / N ),Discount ,title
K-23-250 - Orange,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Orange,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - Orange
Sole - TPR",3095,,
K-23-727 - M Yellow,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",M Yellow,TAGS,TV,"Upper Material - Leather 
Heel Type - Wedges
Heel Height - 2
Colour - M Yellow
Sole - TPR",3435,,
K-23-727 - L Gray,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",L Gray,TAGS,TV,"Upper Material - Leather 
Heel Type - Wedges
Heel Height - 2
Colour - L Gray
Sole - TPR",3435,,
K-23-727 - Chique,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Chique,TAGS,TV,"Upper Material - Leather 
Heel Type - Wedges
Heel Height - 2
Colour - Chique
Sole - TPR",3435,,
K-22-647-Rust,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Rust,TAGS,TV,"Upper Material - Leather 
Heel Type - Wedges
Heel Height - 1.5
Colour - Rust
Sole - TPR",3435,,
K-22-647-Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black,TAGS,TV,"Upper Material - Leather 
Heel Type - Wedges
Heel Height - 1.5
Colour - Black
Sole - TPR",3435,,
K-22-647-Chikoo,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Chikoo,TAGS,TV,"Upper Material - Leather 
Heel Type - Wedges
Heel Height -  1.5
Colour - Chikoo
Sole - TPR",3435,,
K-23-639-Maroon,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Maroon,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - Maroon
Sole - TPR",3235,,
K-23-639-Begie,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Begie,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - Begie
Sole - TPR",3235,,
K-23-639-Rust,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Rust,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - Rust
Sole - TPR",3235,,
K-23-702-Rust,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Rust,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - Rust
Sole - TPR",3265,,
K-23-702-Maroon,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Maroon,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - Maroon
Sole - TPR",3265,,
K-23-702-Begie,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Begie,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - Begie
Sole - TPR",3265,,
K-12-307-Maroon,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Maroon,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - Maroon
Sole - TPR",3095,,
K-12-307-Begie,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Begie,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - Begie
Sole - TPR",3095,,
K-12-307-O.Green,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",O.Green,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - O.Green
Sole - TPR",3095,,
K-22-689-Browon,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Browon,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - Browon
Sole - TPR",3435,,
K-22-689-N.Blue,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",N.Blue,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - N.Blue
Sole - TPR",3435,,
K-22-689-Chikoo,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Chikoo,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - Chikoo
Sole - TPR",3435,,
K-23-695-N.Blue,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",N.Blue,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat 
Heel Height - NA
Colour - N.Blue
Sole - TPR",3265,,
K-23-695-Begie,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Begie,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - Begie
Sole - TPR",3265,,
K-23-695-Chikoo,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Chikoo,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - Chikoo
Sole - TPR",3265,,
K-23-751-Rust,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Ruat,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - Ruat
Sole - TPR",3235,,
K-23-751-N.Blue,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1","N,Blue",TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - N,Blue
Sole - TPR",3235,,
K-23-751-Begie,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Begie,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - Begie
Sole - TPR",3235,,
K-22-217 - N.Blue ,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",N.Blue,TAGS,TV,"Upper Material - Leather 
Heel Type - Wedges 
Heel Height - 2
Colour - N.Blue
Sole - TPR",3325,,
K-22-217 - Brownz,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Brownz,TAGS,TV,"Upper Material - Leather 
Heel Type - Wedges
Heel Height - 2
Colour - Brownz
Sole - TPR",3325,,
K-22-217 - Rust-B.TT,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Rust B.TT,TAGS,TV,"Upper Material - Leather 
Heel Type - Wedges
Heel Height - 2
Colour - Rust B.TT
Sole - TPR",3325,,
K-23-815-N.Blue,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",N.Blue,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - N.Blue
Sole - TPR",3435,,
K-23-815-Browon,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Browon,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - Browon
Sole - TPR",3435,,
K-23-815-Chikoo,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Chikoo,TAGS,TV,"Upper Material - Leather 
Heel Type - Flat
Heel Height - NA
Colour - Chikoo
Sole - TPR",3435,,
SW1 - Pista,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA  
Colour - Pista
Sole - TPR",3345,,Women pista Embellished Flats
SW1 - Beige,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA 
Colour - Beige
Sole - TPR",3345,,Women beige Embellished Flats
SW1 - Peach,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA 
Colour - Peach
Sole - TPR",3345,,Women peach Embellished Flats
SW2-Gold,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA
Colour - Gold
Sole - TPR",3345,,
SW2-Sultan,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA
Colour - Sultan
Sole - TPR",3345,,
SW2-Silver,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA
Colour - Silver
Sole - TPR",3345,,
SW3 - Blue,"36 - 1
37 - 1
38 - 2
39 - 0
40 - 2
41 - 0",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5 
Colour - Blue
Sole - TPR",3235,,Blue Solid Wedge Sandals
SW3 - Beige,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5 
Colour - Beige
Sole - TPR",3235,,beige Solid Wedge Sandals
SW3 - Black,"36 - 0
37 - 1
38 - 1
39 - 1
40 - 1
41 - 0",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5 
Colour - Black
Sole - TPR",3235,,black Solid Wedge Sandals
SW4 - Brown,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5 
Colour - Brown
Sole - TPR",3375,,Solid Plain brown Wedge
SW4 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 0",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5 
Colour - Black
Sole - TPR",3375,,Solid Plain black Wedge
SW6 - Beige ,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Beige ,TAGS,SW,"Upper Material - Synthetic
Heel Type - Pointed
Heel Height - 3  
Colour - Beige
Sole - TPR",2815,,
SW6-Green ,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Green ,TAGS,SW,"Upper Material - Synthetic
Heel Type - Pointed
Heel Height - 3  
Colour - Green
Sole - TPR",2815,,
SW6- Black ,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Black ,TAGS,SW,"Upper Material - Synthetic
Heel Type - Pointed
Heel Height - 3
Colour - Black
Sole - TPR",2815,,
SW6 - Peach,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Peach,TAGS,SW,"Upper Material - Synthetic
Heel Type - Pointed
Heel Height - 3 
Colour - Peach
Sole - TPR",2815,,
SW7- Grey,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Grey,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA  
Colour - Grey
Sole - TPR",2815,,
SW7- Musturd,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Musturd,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height -  NA
Colour - Musturd
Sole - TPR",2815,,
SW7- Blue ,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Blue ,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height -  NA
Colour - Blue
Sole - TPR",2815,,
SW8 - Beige,"36 - 1
37 - 1
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA 
Colour - Beige
Sole - TPR",3345,,Women Beige Haze Toe Ring Flat Sandal
SW8 - Pista,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA
Colour - Pista
Sole - TPR",3345,,Women pista Haze Toe Ring Flat Sandal
SW8 - Black,"36 - 1
37 - 2
38 - 2
39 - 0
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA 
Colour - Black
Sole - TPR",3345,,Women black Haze Toe Ring Flat Sandal
SW9 - Black,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 1
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Block
Heel Height - 1 
Colour - Black
Sole - TPR",2115,,Vintage Black block heel Sandals
SW9 - Blue,"36 - 0
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Block
Heel Height - 1 
Colour - Blue
Sole - TPR",2115,,Vintage Blue block heel Sandals
SW9 - Peach,"36 - 1
37 - 2
38 - 2
39 - 1
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Block
Heel Height - 1 
Colour - Peach
Sole - TPR",2115,,Vintage peach block heel Sandals
SW10-Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5
Colour - Black
Sole - TPR",3345,,
SW10-Pista ,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5
Colour - Pista
Sole - TPR",3345,,
SW10 - Beige ,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5
Colour - Beige
Sole - TPR",3345,,
SW11 - Green,"36 - 1
37 - 1
38 - 1
39 - 2
40 - 1
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5 
Colour - Green
Sole - TPR",3235,,womens green Beky Thong Wedge Sandal
SW11 - Peach,"36 - 1
37 - 1
38 - 1
39 - 1
40 - 2
41 - 0",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5 
Colour - Peach
Sole - TPR",3235,,womens peach Beky Thong Wedge Sandal
SW11 - Gray,"36 - 0
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5 
Colour - Grey
Sole - TPR",3235,,womens gray Beky Thong Wedge Sandal
SW12 - M R H,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",M R H,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA 
Colour - M R H
Sole - TPR",3235,,Embellished T-strap flat sandal
SW12 - Tan,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA 
Colour - Tan
Sole - TPR",3235,,Embellished tan colour T-strap flat sandal
SW12 - Peach,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 0",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA 
Colour - Peach
Sole - TPR",3235,,Embellished peach colour  T-strap flat sandal
SW12 - Black,"36 - 1
37 - 2
38 - 2
39 - 1
40 - 1
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA 
Colour - Black
Sole - TPR",3235,,Embellished black colour T-strap flat sandal
SW12 - Beige,"36 - 1
37 - 2
38 - 2
39 - 1
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA 
Colour - Beige
Sole - TPR",3235,,Embellished beige colour T-strap flat sandal
SW13 - Tan,"36 - 1
37 - 2
38 - 2
39 - 1
40 - 1
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5  
Colour - Tan
Sole - TPR",3345,,"Womens  Tan colour Embellished Slipon Wedge Heels 
"
SW13 - Peach,"36 - 1
37 - 2
38 - 2
39 - 1
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5 
Colour - Peach
Sole - TPR",3345,,"Womens  peach colour Embellished Slipon Wedge Heels 
"
SW13 - Beige,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5  
Colour - Beige
Sole - TPR",3345,,"Womens  beige colour Embellished Slipon Wedge Heels 
"
SW14 -  Black,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Block
Heel Height - 1 
Colour - Black
Sole - TPR",2565,,Women's Synthetic Embellished Designer block heel Sandals
SW14 - Tan,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 0",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Block
Heel Height - 1 
Colour - Tan
Sole - TPR",2565,,Women's Synthetic Embellished Designer block heel Sandals
SW14 - M R H,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",M R H,TAGS,SW,"Upper Material - Synthetic
Heel Type - Block
Heel Height - 1 
Colour - M R H
Sole - TPR",2565,,Women's Synthetic Embellished Designer block heel Sandals
SW15 - Beige,"36 - 1
37 - 2
38 - 2
39 - 0
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA 
Colour - Beige
Sole - TPR",2885,,Women beige Casual flat Sandal
SW15 - White,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA 
Colour - White
Sole - TPR",2885,,Women white Casual flat Sandal
SW15 - Peach,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA 
Colour - Peach
Sole - TPR",2885,,Women peach Casual flat Sandal
SW15 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA 
Colour - Black
Sole - TPR",2885,,Women black Casual flat Sandal
SW15 - Green,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA  
Colour - Green
Sole - TPR",2885,,Women green Casual flat Sandal
SW16 - Black,"36 - 1
37 - 1
38 - 2
39 - 2
40 - 2
41 - 1+42 - 2",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA  
Colour - Black
Sole - TPR",3235,,black thong flat sandal 
SW16 - Gun Metal,"36 - 1
37 - 1
38 - 2
39 - 2
40 - 2
41 - 2+42 - 1",Gun Metal,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA 
Colour - Gun metal
Sole - TPR",3235,,gun metal thong flat sandal 
SW16 - Sultan,"36 - 1
37 - 1
38 - 2
39 - 1
40 - 1
41 - 2",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA 
Colour - Sultan
Sole - TPR",3235,,sultan thong flat sandal 
SW17 - Blue,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5
Colour - Blue
Sole - TPR",3235,,
SW17 - Black,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5
Colour - Black
Sole - TPR",3235,,
SW17 - Tan,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5
Colour - Tan
Sole - TPR",3235,,
SW18-Marron,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5
Colour - Marron
Sole - TPR",3345,,
SW18-Sultan,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5
Colour - Sultan
Sole - TPR",3345,,
SW18-Black ,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Wedges
Heel Height - 1.5
Colour - Black
Sole - TPR",3345,,
SW19- Green,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Green,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA
Colour - Green
Sole - TPR",3235,,
SW19 - Yellow,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Yellow,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA
Colour - Yellow
Sole - TPR",3235,,
SW19- Peach,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Peach,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA
Colour - Peach
Sole - TPR",3235,,
SW20- Green,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Green,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA
Colour - Green
Sole - TPR",3235,,
SW20- Yellow,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Yellow,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA
Colour - Yellow
Sole - TPR",3235,,
SW20- Peach,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",Peach,TAGS,SW,"Upper Material - Synthetic
Heel Type - Flat
Heel Height - NA
Colour - Peach
Sole - TPR",3235,,
SW22 - Black,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Block
Heel Height - 1  
Colour - Black
Sole - TPR",2675,,Womens Fancy 1 inch block heel 
SW22 - Gray,"36 - 1
37 - 2
38 - 1
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Block
Heel Height - 1 
Colour - Grey
Sole - TPR",2675,,Womens Fancy 1 inch block heel
SW22 - Peach,"36 - 1
37 - 2
38 - 2
39 - 2
40 - 2
41 - 1",SW,TAGS,SW,"Upper Material - Synthetic
Heel Type - Block
Heel Height - 1 
Colour - Peach
Sole - TPR",2675,,Womens Fancy 1 inch block heel
